cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
      4511, 1.291818810E+01, 1.408776474E+01, 5.000000000E-01,-3.984749317E-01, 2.800593376E-01, 5.549233756E-04
      4512, 1.271225262E+01, 1.429335785E+01, 5.000000000E-01,-4.672331810E-01, 2.333207130E-01, 5.251399707E-04
      4513, 1.250657272E+01, 1.449825764E+01, 5.000000000E-01,-5.368115306E-01, 1.748124659E-01, 4.747287312E-04
      4514, 1.390585041E+01, 1.310623550E+01, 5.000000000E-01,-1.588889062E-01, 4.252373278E-01, 5.629798397E-04
      4515, 1.410460281E+01, 1.291427231E+01, 5.000000000E-01,-1.258396655E-01, 4.460413158E-01, 5.288977991E-04
      4516, 1.230176735E+01, 1.470253563E+01, 5.000000000E-01,-6.047598720E-01, 1.083477065E-01, 4.038289771E-04
      4517, 1.430564690E+01, 1.272175694E+01, 5.000000000E-01,-9.441844374E-02, 4.614007771E-01, 4.579309607E-04
      4518, 1.450432587E+01, 1.252879333E+01, 5.000000000E-01,-6.456653029E-02, 4.667148888E-01, 3.486940404E-04
      4519, 1.470275211E+01, 1.233400822E+01, 5.000000000E-01,-3.739118204E-02, 4.514993131E-01, 2.102887374E-04
      4520, 1.210061264E+01, 1.490110397E+01, 5.000000000E-01,-6.643018126E-01, 3.674238175E-02, 2.958432306E-04
      4521, 1.490095806E+01, 1.213957119E+01, 5.000000000E-01,-1.293658372E-02, 3.901038766E-01, 9.573563148E-05
      4522, 1.313049507E+01, 1.367968464E+01, 5.000000000E-01,-3.028033972E-01, 3.502125740E-01, 5.944747245E-04
      4523, 1.332851696E+01, 1.348342037E+01, 5.000000000E-01,-2.540345192E-01, 3.742568493E-01, 6.072589895E-04
      4524, 1.352258778E+01, 1.329084396E+01, 5.000000000E-01,-2.134717554E-01, 3.962731063E-01, 6.233076565E-04
      4525, 1.371464348E+01, 1.309919930E+01, 5.000000000E-01,-1.785608828E-01, 4.172646701E-01, 6.382793072E-04
      4526, 1.292894650E+01, 1.388022995E+01, 5.000000000E-01,-3.622543216E-01, 3.208816946E-01, 5.801438820E-04
      4527, 1.272304249E+01, 1.408439255E+01, 5.000000000E-01,-4.321407974E-01, 2.851219177E-01, 5.657730508E-04
      4528, 1.251478767E+01, 1.429075527E+01, 5.000000000E-01,-5.102457404E-01, 2.379268557E-01, 5.383252865E-04
      4529, 1.230786800E+01, 1.449935150E+01, 5.000000000E-01,-5.904393792E-01, 1.758323610E-01, 4.904881935E-04
      4530, 1.390798759E+01, 1.290826511E+01, 5.000000000E-01,-1.472413838E-01, 4.376574159E-01, 6.385296001E-04
      4531, 1.410703468E+01, 1.271631622E+01, 5.000000000E-01,-1.175666600E-01, 4.562945366E-01, 6.031054072E-04
      4532, 1.210205269E+01, 1.470212364E+01, 5.000000000E-01,-6.651141644E-01, 1.079283208E-01, 4.208575701E-04
      4533, 1.430372524E+01, 1.252433205E+01, 5.000000000E-01,-8.904441446E-02, 4.712476730E-01, 5.267923698E-04
      4534, 1.450331688E+01, 1.233105183E+01, 5.000000000E-01,-6.138586998E-02, 4.768235683E-01, 3.948736121E-04
      4535, 1.470247459E+01, 1.213667202E+01, 5.000000000E-01,-3.560875729E-02, 4.622143209E-01, 2.283169160E-04
      4536, 1.190048599E+01, 1.490130138E+01, 5.000000000E-01,-7.304298878E-01, 3.646842390E-02, 3.099618189E-04
      4537, 1.314199734E+01, 1.347765732E+01, 5.000000000E-01,-2.724454403E-01, 3.736854494E-01, 6.334242062E-04
      4538, 1.294122887E+01, 1.367499733E+01, 5.000000000E-01,-3.253262937E-01, 3.538256884E-01, 6.064257468E-04
      4539, 1.333743572E+01, 1.328257751E+01, 5.000000000E-01,-2.303846031E-01, 3.909761310E-01, 6.639814819E-04
      4540, 1.352734566E+01, 1.309118271E+01, 5.000000000E-01,-1.954071969E-01, 4.082052708E-01, 6.992322160E-04
      4541, 1.371692467E+01, 1.289995956E+01, 5.000000000E-01,-1.644442677E-01, 4.262822568E-01, 7.282140432E-04
      4542, 1.273667717E+01, 1.387747860E+01, 5.000000000E-01,-3.911495805E-01, 3.274268210E-01, 5.850754678E-04
      4543, 1.252679920E+01, 1.408185196E+01, 5.000000000E-01,-4.695546329E-01, 2.933295667E-01, 5.684689386E-04
